video_id,title,url,duration,tone,style,emotion,region_tags,language,duration_group,category
4uWYfTAZxso,ماذا سرقت ماريتا الحلاني من أختها؟ وما هي الإطلالة التي اختارتها للسحور في رمضان؟,https://www.youtube.com/watch?v=4uWYfTAZxso,530,casual,interview,none,"['Lebanon', 'Levant', 'MENA']",Arabic,More than 5 minutes,entertainment
dSMLK7N5oUw,خاص بلينكس.. مستشار ترامب السابق يكشف أسراره: هل سيتم ضرب إيران قريباً؟,https://www.youtube.com/watch?v=dSMLK7N5oUw,716,factual,interview,none,['MENA'],English,More than 5 minutes,politics
wHYUm3q0Ijs,"ما لا تعرفه عن ""أمازيغ مصر"".. من أين أتوا وأين يسكنون وأي لغة يتحدثون؟",https://www.youtube.com/watch?v=wHYUm3q0Ijs,685,factual,storytelling,other,"['Egypt', 'North Africa', 'MENA']",Arabic,More than 5 minutes,culture
Wi9v0hVkPeI,رحلة في تاريخ الكلدان.. أقدم الطوائف المسيحية وإرثها العريق,https://www.youtube.com/watch?v=Wi9v0hVkPeI,646,emotional,storytelling,other,['Other'],Arabic,More than 5 minutes,culture
vX83WE9SOtE,ماذا يوجد في حقيبة لوجينا صلاح؟.. وما أغلى فستان أو قطعة مجوهرات تمتلكها؟,https://www.youtube.com/watch?v=vX83WE9SOtE,535,inspirational,interview,pride,['Global'],Mixed,More than 5 minutes,culture
7fy1rtjUROc,"حياتي الخاصة ما تخصكوش!.. بشرى تضع حداً لكل ""المتعدّين""",https://www.youtube.com/watch?v=7fy1rtjUROc,277,emotional,interview,anger,['MENA'],Mixed,2 to 5 minutes,society
w8oSpbQfZso,الكاكائيون في العراق.. تعرف على أسرار معتقداتهم الفريدة وشواربهم الطويلة,https://www.youtube.com/watch?v=w8oSpbQfZso,638,factual,storytelling,none,['Other'],Arabic,More than 5 minutes,culture
W4P_OcgaalQ,سيمون سوسينا يكشف أسرار أناقته.. ما هي أغلى ساعة يمتلكها؟,https://www.youtube.com/watch?v=W4P_OcgaalQ,373,casual,interview,none,"['UAE', 'Gulf', 'MENA']",English,More than 5 minutes,entertainment
k6XhdXy9UEQ,العمل الأكثر إثارة للجدل في رمضان 2025.. كل ما تريد معرفته عن مسلسل معاوية,https://www.youtube.com/watch?v=k6XhdXy9UEQ,260,confrontational,casual report,anger,['MENA'],Arabic,2 to 5 minutes,culture
xnawAJhj6Dk,"خبيب في ""أمازون"" السنغال.. مغامرة في الطبيعة الساحرة وعالم الأرواح والجن!",https://www.youtube.com/watch?v=xnawAJhj6Dk,1265,other,storytelling,other,['Other'],Mixed,More than 5 minutes,culture
QcNmok0-ROM,الأيزيديون في العراق ما بين الغموض والأسطورة.. من هم وماذا يعبدون؟,https://www.youtube.com/watch?v=QcNmok0-ROM,754,emotional,storytelling,sadness,['Other'],Arabic,More than 5 minutes,society
VEErJjigd_s,"جمهورية البسطات.. من امتياز خاص لـ""عوائل الشهداء"" إلى ""حق فوضوي"" للجميع",https://www.youtube.com/watch?v=VEErJjigd_s,332,emotional,storytelling,sadness,"['Syria', 'Levant', 'MENA']",Arabic,More than 5 minutes,society
iROEoWq25c0,آمال المثلوثي: سفري لفرنسا كان هروبا.. والرجل ليس أذكى من المرأة,https://www.youtube.com/watch?v=iROEoWq25c0,279,emotional,interview,hope,"['Palestine', 'Levant', 'MENA']",Arabic,2 to 5 minutes,society
SaK3T9CEQjU,Eggs on ice |تجميد البويضات..فيلم يكشف الجوانب القانونية والأخلاقية والآثار الجانبية لتجميد البويضات,https://www.youtube.com/watch?v=SaK3T9CEQjU,3062,emotional,documentary,hope,['MENA'],Mixed,More than 5 minutes,health
jwN87jbCxWA,محمد ثروت: الحب في زمن السوشيال ميديا مثل الساندويتش,https://www.youtube.com/watch?v=jwN87jbCxWA,188,casual,interview,joy,['Other'],Arabic,2 to 5 minutes,entertainment
1cDZaGoufFk,"خبيب في أدغال أفريقيا.. اكتشفوا حيوانات محمية ""بانديا"" في السنغال",https://www.youtube.com/watch?v=1cDZaGoufFk,1638,other,storytelling,other,['Other'],Arabic,More than 5 minutes,society
sgFvzMydXuM,"ميس حمدان مع أم ضد الزواج؟.. وما رأيها بعملية ""تجميد البويضات""؟",https://www.youtube.com/watch?v=sgFvzMydXuM,244,emotional,interview,hope,['MENA'],Mixed,2 to 5 minutes,society
-e2-gSgGj1I,MO ٠٠ معاناة فلسطيني في أميركا على نتفلكس و نادين لبكي عالقة في جزيرة بـ THE NEW CASTLE,https://www.youtube.com/watch?v=-e2-gSgGj1I,740,emotional,interview,hope,"['Palestine', 'Levant', 'MENA']",Mixed,More than 5 minutes,entertainment
C_tdMQR2Aj8,GET READY WITH بلقيس فتحي,https://www.youtube.com/watch?v=C_tdMQR2Aj8,555,casual,interview,none,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,entertainment
w4iqZY7bBYY,رغم الفضائح والمحاكمات ومحاولات الاغتيال.. هذه أسرار عودة ترامب إلى رئاسة أميركا,https://www.youtube.com/watch?v=w4iqZY7bBYY,826,inspirational,storytelling,pride,['Global'],Arabic,More than 5 minutes,politics
Veuft5CYKEg,"""دراكولا"" المٌرعب يعود من جديد في فيلم Nosferatu وروبي ويليامز يصدم جمهوره بشخصية القرد!",https://www.youtube.com/watch?v=Veuft5CYKEg,794,factual,casual report,none,['Global'],Mixed,More than 5 minutes,entertainment
phuLqYECtgM,إليانا ما بين ذكريات فلسطين وأسئلة المتابعين.. هل اجتازت كل تحديات بلينكس؟,https://www.youtube.com/watch?v=phuLqYECtgM,1111,emotional,interview,joy,"['Palestine', 'Levant', 'MENA']",Arabic,More than 5 minutes,entertainment
IkStNawKNJw,ثورة السيارات الكهربائية في أمريكا!,https://www.youtube.com/watch?v=IkStNawKNJw,770,factual,interview,hope,['Other'],English,More than 5 minutes,economy
njAG06-mXRs,عازفة القانون نغم الدعبل: طردي من عملي كان وراء تحقيق حلمي في الموسيقى,https://www.youtube.com/watch?v=njAG06-mXRs,2512,inspirational,interview,hope,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,culture
bvvv8ynrg8g,جوري بكر: الحسد سبب انفصالي والغيرة سبب استبعادي وجعفر العمدة غير لي حياتي,https://www.youtube.com/watch?v=bvvv8ynrg8g,539,emotional,interview,sadness,"['Egypt', 'North Africa', 'MENA']",Arabic,More than 5 minutes,entertainment
UCsdwv7u0BE,"خيبة أمل من SQUID GAME 2.. ورافي يكشف أسرار ""النجوم الأطفال"" في السينما",https://www.youtube.com/watch?v=UCsdwv7u0BE,788,emotional,storytelling,other,['MENA'],Mixed,More than 5 minutes,entertainment
0VYwe0RnGsY,سفيان الحسين.. من عامل مطبعة إلى جائزة أحد أفضل صناع المحتوى,https://www.youtube.com/watch?v=0VYwe0RnGsY,2221,inspirational,interview,hope,['MENA'],Mixed,More than 5 minutes,society
kYHT0S5nIQo,"ملايين المشردين في شوارع أميركا.. لماذا تعاني أغنى دولة في التاريخ من ""مأساة التشرد""؟",https://www.youtube.com/watch?v=kYHT0S5nIQo,1651,factual,interview,hope,['Other'],English,More than 5 minutes,society
uy__AY9BLAo,درة ما بين التمثيل والإخراج والإنتاج.. ما الذي يزعجها في السوشال ميديا؟,https://www.youtube.com/watch?v=uy__AY9BLAo,400,emotional,interview,hope,['Other'],Arabic,More than 5 minutes,culture
G3z8nluqkXI,سامر المصري: في ضابط أخذ بيتي لصاحبته.. وهذا ما جرى بلقائي مع بشار الأسد,https://www.youtube.com/watch?v=G3z8nluqkXI,728,emotional,interview,sadness,"['Syria', 'Levant', 'MENA']",Arabic,More than 5 minutes,politics
qI56IeBZJlY,هكذا خسر نصف وزنه.. محمد الكندي: السمنة كادت أن تدمر حياتي لدرجة كنت أختنق وأنا نائم,https://www.youtube.com/watch?v=qI56IeBZJlY,2256,inspirational,interview,hope,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,society
OBXtIp2kANw,"جولة خاصة في خفايا جوائز الـ""غولدن غلوب"".. من وجبات النجوم حتى أسرار حقيبة المليون دولار",https://www.youtube.com/watch?v=OBXtIp2kANw,573,emotional,storytelling,other,['Global'],Mixed,More than 5 minutes,entertainment
4DuWUD56RGA,"نور النبوي يكشف تفاصيل قصة الحب التي يعيشها ويتحدث عن مواصفات ""المرأة القوية""",https://www.youtube.com/watch?v=4DuWUD56RGA,386,inspirational,interview,pride,['Other'],Arabic,More than 5 minutes,entertainment
6cCH6wvHQQk,"سيف الدين السبيعي يكشف المستور: بشار الأسد كان ""ولد ونسونجي""",https://www.youtube.com/watch?v=6cCH6wvHQQk,2749,emotional,interview,anger,"['Syria', 'Levant', 'MENA']",Arabic,More than 5 minutes,politics
MOIXQ9USKVM,غادة الشيخلي: بدأت حياتي في سن الـ40 وصدفة حولتني من ربة منزل إلى بطلة عالمية,https://www.youtube.com/watch?v=MOIXQ9USKVM,2663,inspirational,interview,pride,['Other'],Arabic,More than 5 minutes,sports
G5UalqF2b1A,نوردو: أضطررت لترك الدراسة وعملت في السوق ولن أسمح لأطفالي بترك الدراسة,https://www.youtube.com/watch?v=G5UalqF2b1A,480,emotional,interview,hope,"['Tunisia', 'North Africa', 'MENA']",Arabic,More than 5 minutes,society
pSJEHcLqAg8,"أنجلينا جولي بدور أوبرالي بفيلمها ""ماريا"" و SQUID GAME يعود بألعاب خطيرة في موسمه الثاني.",https://www.youtube.com/watch?v=pSJEHcLqAg8,810,emotional,storytelling,hope,['Global'],Mixed,More than 5 minutes,entertainment
JR-yA3-Mid8,تحدت البهاق واقتربت من لقب ملكة جمال الكون.. لوجينا صلاح: مش مستنية أحد يتقبلني,https://www.youtube.com/watch?v=JR-yA3-Mid8,372,inspirational,interview,pride,"['Egypt', 'North Africa', 'MENA']",Arabic,More than 5 minutes,culture
v2I78U9LBu8,"الرهيب وائل عرقجي: حلمي بالانضمام لـNBA لم يكتمل لأني ببساطة ""لبناني""",https://www.youtube.com/watch?v=v2I78U9LBu8,1758,inspirational,interview,pride,"['Lebanon', 'Levant', 'MENA']",Arabic,More than 5 minutes,sports
CDzMHn74OJk,استثمارات بالمليارات.. من يفوز بزعامة عالم الذكاء الاصطناعي؟,https://www.youtube.com/watch?v=CDzMHn74OJk,721,factual,interview,none,['Global'],English,More than 5 minutes,technology
SgrUvjnMt5c,آسر ياسين في موعد مع الماضي على نتفليكس ونجمة جديدة لـJUDE LAW في ممشى المشاهير!!,https://www.youtube.com/watch?v=SgrUvjnMt5c,982,factual,casual report,none,['Global'],Mixed,More than 5 minutes,entertainment
hDbUKoBgxPw,"محمد وصفا.. الثنائي الذهبي في ""الحب أعمى"" يكشف تحديات الحب وتفاصيل الزواج المتوقع",https://www.youtube.com/watch?v=hDbUKoBgxPw,2270,emotional,interview,hope,['MENA'],Arabic,More than 5 minutes,society
g9W_wO1lJE8,"هل تُوصل منى زكي مصر للأوسكار عبر ""رحلة 404""؟.. وماذا عن فيلم أم كلثوم؟",https://www.youtube.com/watch?v=g9W_wO1lJE8,1103,casual,casual report,none,['Global'],Mixed,More than 5 minutes,entertainment
G4o9IMuZW_I,"طريق الثراء المقبل في العالم.. ""الذهب الرقمي"" إلى أين؟",https://www.youtube.com/watch?v=G4o9IMuZW_I,660,factual,interview,none,['Global'],English,More than 5 minutes,economy
M3j8sZihMpc,حسين فهمي: أنا ديكتاتور مع أولادي.. والنجم يفقد نجوميته إذا اقترب من الناس,https://www.youtube.com/watch?v=M3j8sZihMpc,484,inspirational,interview,other,['MENA'],Arabic,More than 5 minutes,culture
UbN4m9BX6mQ,"شفيق ودنيا الثنائي الأصغر في ""الحب أعمى"".. من خفايا رفض الزواج لإعلان الخطوبة بعد شبح الانفصال",https://www.youtube.com/watch?v=UbN4m9BX6mQ,2791,emotional,interview,hope,['MENA'],Arabic,More than 5 minutes,entertainment
mcnHKox3XU4,أميركا.. الملوث الأكبر للمناخ عبر التاريخ وأكبر مجرم بحق الكوكب,https://www.youtube.com/watch?v=mcnHKox3XU4,835,factual,interview,other,['Global'],English,More than 5 minutes,environment
NuECDwKNOZg,حصريا.. جنيفر لوبيز تتحدث عن زيارتها للسعودية وتكشف كواليس UNSTOPABBALE,https://www.youtube.com/watch?v=NuECDwKNOZg,1087,factual,interview,hope,['Global'],Mixed,More than 5 minutes,entertainment
3CXN-fLbhxo,5 حقائق لا نعرفها عن سامر المصري.. هل تغار زوجته من المعجبات؟,https://www.youtube.com/watch?v=3CXN-fLbhxo,453,emotional,interview,other,['MENA'],Arabic,More than 5 minutes,entertainment
oafAv0grWxw,عادت للحياة بعد توقف قلبها 78 دقيقة!.. زينة عبود أبو جودة تروى لحظات وأسرار الحياة والموت,https://www.youtube.com/watch?v=oafAv0grWxw,2683,inspirational,interview,hope,"['Lebanon', 'Levant', 'MENA']",Mixed,More than 5 minutes,health
ChPs-EJab8c,هل الولايات المتحدة الأميركية على أعتاب حرب أهلية جديدة؟,https://www.youtube.com/watch?v=ChPs-EJab8c,920,factual,interview,fear,['Global'],English,More than 5 minutes,politics
Tc5ZK6FwcEk,"زيندايا وتوم هولاند الأكثر شعبية عند جيل z وفيلم ""حياة"" مرشح تركيا للأوسكار!",https://www.youtube.com/watch?v=Tc5ZK6FwcEk,479,emotional,storytelling,other,['Other'],Mixed,More than 5 minutes,entertainment
bdrXlbk8NZs,"فرصة ثانية لـ""مينا روز"": كذبة بيضاء أوصلت فستان من تصميمي إلى كيم كارداشيان",https://www.youtube.com/watch?v=bdrXlbk8NZs,2371,inspirational,interview,hope,['MENA'],Arabic,More than 5 minutes,society
TwLenXnoVjE,"أفلام عربية تخطف الأضواء في مهرجان الفيلم الآسيوي و فيلم ""ميسي بغداد"" على عتبة الأوسكار",https://www.youtube.com/watch?v=TwLenXnoVjE,1093,inspirational,interview,pride,['MENA'],Mixed,More than 5 minutes,entertainment
XsUwV95LQ24,فرصة ثانية لجويس عزام: تحدي القمم السبع كان حلمي وطموحي ليس له حدود,https://www.youtube.com/watch?v=XsUwV95LQ24,2847,inspirational,interview,pride,"['Lebanon', 'Levant', 'MENA']",Arabic,More than 5 minutes,society
n7tw36GL8Yo,جولة في مكتب جويل مردينيان.. ما أغلى قطعة مجوهرات تمتلكها؟ وهل باعت منزلها لشراء حقيبة؟,https://www.youtube.com/watch?v=n7tw36GL8Yo,631,casual,interview,none,['Global'],Arabic,More than 5 minutes,entertainment
tmUr4k03cys,ما هي أحداث الموسم الثاني من مسلسل Squid Game؟! .. ودنزل واشنطن يكشف كواليس GLADIATOR 2,https://www.youtube.com/watch?v=tmUr4k03cys,1144,confrontational,casual report,none,['MENA'],Mixed,More than 5 minutes,entertainment
fchnH3jxlFM,الصادرات الأميركية .. ماذا تغير؟,https://www.youtube.com/watch?v=fchnH3jxlFM,643,factual,interview,none,['Global'],English,More than 5 minutes,economy
XJL11W0bALY,سدريك حداد يكشف أسرار عالم الموضة: أحمد سعد جريء ويثق بلبسه,https://www.youtube.com/watch?v=XJL11W0bALY,346,inspirational,interview,pride,['MENA'],Arabic,More than 5 minutes,entertainment
Id99b7EydAk,الفنانة غالية: أول حفل لي حضره 100 شخص فقط وغنيت شرقي بالصدفة,https://www.youtube.com/watch?v=Id99b7EydAk,2251,inspirational,interview,hope,"['Syria', 'Levant', 'MENA']",Arabic,More than 5 minutes,culture
97OT2bimpUE,مصير الناتو إن فاز ترامب,https://www.youtube.com/watch?v=97OT2bimpUE,206,factual,news report,fear,"['Europe', 'Global']",Arabic,2 to 5 minutes,politics
16SIS9JduhY,"زين كرزون في حوار جريء تكشف خفايا ""العروض العجيبة"" لفتيات السوشيال ميديا ومواصفات رجل أحلامها",https://www.youtube.com/watch?v=16SIS9JduhY,610,emotional,interview,anger,"['Jordan', 'Levant', 'MENA']",Arabic,More than 5 minutes,society
RMmZ8HbT48I,24 ساعة في دوبروفنيك.. قطط سوداء تبعث الأمل وعيون مياه تجلب البركة,https://www.youtube.com/watch?v=RMmZ8HbT48I,559,inspirational,storytelling,other,['Other'],Arabic,More than 5 minutes,culture
quHs48KFbkk,فرصة ثانية لمحمد البلوشي: قرار الإعتزال كان نقطة التحول ولقب بطل العالم أصعب تحدي,https://www.youtube.com/watch?v=quHs48KFbkk,2715,inspirational,interview,pride,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,sports
BdMzPoCbz9g,4 أفلام فلسطينية على طريق الأوسكار.. و75 ألف دولار ثمن النجمة في شارع هوليوود الشهير,https://www.youtube.com/watch?v=BdMzPoCbz9g,1119,inspirational,interview,hope,"['Palestine', 'Levant', 'MENA']",Mixed,More than 5 minutes,culture
AXQT44fMiGU,ترامب البائع البارع.. كيف نجح الملياردير في بيع الأحذية والكحول وحتى الكتاب المقدس؟,https://www.youtube.com/watch?v=AXQT44fMiGU,938,confrontational,interview,anger,['Global'],English,More than 5 minutes,politics
lbEbWG5DAi8,نزعُ الشَّارة..  أميركا بلا شرطة,https://www.youtube.com/watch?v=lbEbWG5DAi8,1746,confrontational,documentary,anger,['Global'],English,More than 5 minutes,society
XuDI0lYrEyE,ريم و عمار: وصلنا إلى حافة الانفصال.. وهكذا نجحنا في إنقاذ زواجنا,https://www.youtube.com/watch?v=XuDI0lYrEyE,3259,emotional,interview,pride,['MENA'],Arabic,More than 5 minutes,society
rtpS78FHfLc,فيلم قد يقضي على مستقبل ترامب السياسي.. كيف تحرف هوليوود القصص الحقيقية؟,https://www.youtube.com/watch?v=rtpS78FHfLc,1125,confrontational,storytelling,none,['Global'],Mixed,More than 5 minutes,entertainment
XvkgZLmOR5I,فضيحة لفيلم JOKER 2.. وعودة غير موفقة لجورج كلوني وبراد بت في WOLFS,https://www.youtube.com/watch?v=XvkgZLmOR5I,771,confrontational,casual report,other,['Global'],Mixed,More than 5 minutes,entertainment
699eDMyq9fk,ديانا حداد: علاقاتي محدودة وتعلمت ما أجامل كثير لأني تعبت.. وتيك توك ساعدني,https://www.youtube.com/watch?v=699eDMyq9fk,441,inspirational,interview,hope,"['Lebanon', 'Levant', 'MENA']",Arabic,More than 5 minutes,society
n1srKtRl9VA,ليلى فتح الله: بدأت من الصفر ولم أكن أتوقع النجاح,https://www.youtube.com/watch?v=n1srKtRl9VA,2137,inspirational,interview,pride,"['Lebanon', 'Levant', 'MENA']",Arabic,More than 5 minutes,society
hPawbMsHL24,هل الدولار في خطر؟,https://www.youtube.com/watch?v=hPawbMsHL24,713,factual,interview,none,['Global'],English,More than 5 minutes,economy
YXFuxLqi0oQ,"""لازم أرفع أجري""",https://www.youtube.com/watch?v=YXFuxLqi0oQ,192,emotional,interview,hope,"['Egypt', 'North Africa', 'MENA']",Arabic,2 to 5 minutes,entertainment
NtVg4eHlkrA,"""البحث عن علا"" يجمع هند صبري وظافر العابدين من جديد.. وهاريسون فورد حصريا في RAFFI TALKS",https://www.youtube.com/watch?v=NtVg4eHlkrA,768,emotional,storytelling,other,['Global'],Mixed,More than 5 minutes,entertainment
oir2_DA-tUc,جاسوس إسرائيلي في بيروت.. من هو جاسوس الضاحية وكيف تنقل بصفة صحفي ولماذا تدخلت أميركا لإنقاذه,https://www.youtube.com/watch?v=oir2_DA-tUc,109,factual,news report,none,"['Lebanon', 'Levant', 'MENA']",Arabic,1 to 2 minutes,crime
LG6SuquICD4,أيتن عامر: أنا مبسوطة 30 بالمية.. والمهم أنا ومش أي أحد ثاني,https://www.youtube.com/watch?v=LG6SuquICD4,233,emotional,storytelling,hope,['Other'],Arabic,2 to 5 minutes,society
jMlz5OVPoT4,سفار | خبيب يستكشف كرواتيا.. بلاد مودريتش التي اخترعت الكرافتة,https://www.youtube.com/watch?v=jMlz5OVPoT4,993,factual,storytelling,none,['Other'],Arabic,More than 5 minutes,culture
Xeekq5XV9JU,ترامب.. الرئيس الملياردير الذي قد يجد نفسه مضطراً لجمع القمامة من شوارع أميركا,https://www.youtube.com/watch?v=Xeekq5XV9JU,785,factual,interview,none,['Other'],English,More than 5 minutes,politics
zhp_opkyNbg,الحلقة كاملة.. أروى: دفنت والدي وعدت لإكمال التصوير.. ولا يتجرأ أحد على تخطي حدوده معي,https://www.youtube.com/watch?v=zhp_opkyNbg,358,emotional,storytelling,hope,['MENA'],Arabic,More than 5 minutes,society
-nrfVbqspgc,إبراهيم الصمدي: عشت طفولة صعبة ولا أحد يحق له التدخل في زواجي أو طلاقي,https://www.youtube.com/watch?v=-nrfVbqspgc,2910,inspirational,interview,hope,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,society
HG2gqztOKoc,رحلة استثنائية إلى عالم Cybertron مع فيلم Transformers One.. وفيلم عالمي بعدسة آيفون 15!,https://www.youtube.com/watch?v=HG2gqztOKoc,731,other,casual report,other,['Global'],Mixed,More than 5 minutes,entertainment
_XzYctHcj_k,وهم الانتخابات الأميركية.. جوناثان مان يكشف خفايا وزيف الديمقراطية الأميركية,https://www.youtube.com/watch?v=_XzYctHcj_k,935,factual,interview,none,['Global'],English,More than 5 minutes,politics
6v0sDJY6rVI,"طارق سكيك.. من رجل أعمال وصانع محتوى إلى بودكاست ""تخيل""",https://www.youtube.com/watch?v=6v0sDJY6rVI,3164,emotional,storytelling,hope,['MENA'],Arabic,More than 5 minutes,society
yyULqhYNSfA,"الحلقة كاملة.. أسيل عمران بالصعيدي مع RAFFI TALKS تكشف كواليس فيلمها الجديد ""ضي"" ومسلسلها الرمضاني",https://www.youtube.com/watch?v=yyULqhYNSfA,1214,inspirational,storytelling,hope,['MENA'],Mixed,More than 5 minutes,entertainment
ncE-kfCWHHs,أريزونا المتأرجحة.. كيف يحسم تصويتها هوية رئيس أميركا المقبل؟,https://www.youtube.com/watch?v=ncE-kfCWHHs,932,factual,interview,none,"['USA', 'Global']",English,More than 5 minutes,politics
bKWI0coJmGU,"هادية غالب تكشف حجم ثروتها ومواصفات زوجها وخفايا عن ""الغالب غالب""",https://www.youtube.com/watch?v=bKWI0coJmGU,254,emotional,storytelling,fear,"['UAE', 'Gulf', 'MENA']",Arabic,2 to 5 minutes,entertainment
PniL1Lx9T4U,مليارات الانتخابات الأميركية .. أين تذهب؟,https://www.youtube.com/watch?v=PniL1Lx9T4U,896,factual,interview,none,['Global'],English,More than 5 minutes,politics
OqD-e0SSBQw,كيف سيطر اليهود على هوليوود؟.. وعالية شوكت من العراق إلى العالمية عبر مسلسل THE OLD MEN 2,https://www.youtube.com/watch?v=OqD-e0SSBQw,709,satirical,storytelling,other,['Global'],Mixed,More than 5 minutes,entertainment
7rwKM7tgWlo,"الحلقة كاملة.. صفا صديقي تكشف تفاصيل جديدة عن ""دبي بلينغ"": من أغنى مشارك؟",https://www.youtube.com/watch?v=7rwKM7tgWlo,332,casual,interview,none,['Other'],Mixed,More than 5 minutes,society
1Y9QjWAT0gU,لمن يصوت الأفارقة بالانتخابات الأميركية؟.. هل يغيرون النتيجة؟,https://www.youtube.com/watch?v=1Y9QjWAT0gU,987,factual,interview,none,['Other'],English,More than 5 minutes,politics
xZGAU8u4X_M,ديزني تواجه المقاطعة العربية في عامها المئة.. وكيف نجح مسلسل سيمبسون في توقع عشرات الأحداث؟,https://www.youtube.com/watch?v=xZGAU8u4X_M,739,confrontational,storytelling,other,['MENA'],Mixed,More than 5 minutes,entertainment
ujXvxQVLVrc,سِفار | جولة ستغير الكثير من المعتقدات الخاطئة عن ليبيا.,https://www.youtube.com/watch?v=ujXvxQVLVrc,775,inspirational,storytelling,pride,"['Libya', 'North Africa', 'MENA']",Arabic,More than 5 minutes,history
s65GD4JIIj8,"دانة الطويرش: ""لا أعيش دون انتقادات""",https://www.youtube.com/watch?v=s65GD4JIIj8,264,emotional,interview,hope,['Other'],Arabic,2 to 5 minutes,society
Q3zai2Ev2oA,استطلاعات الرأي في الانتخابات الأميركية.. متى تصيب ومتى تخطأ وكيف تعمل؟,https://www.youtube.com/watch?v=Q3zai2Ev2oA,947,factual,interview,none,['Global'],English,More than 5 minutes,politics
zdYeaUFyGBY,أفلام عربية تتألق بمهرجان البندقية السينمائي ونجوم فيلم 1992 بضيافة RAFFI TALKS,https://www.youtube.com/watch?v=zdYeaUFyGBY,543,emotional,casual report,other,['Global'],Mixed,More than 5 minutes,entertainment
xjiONTKX738,"وفيات وتشوهات وقصص مأساوية.. تحقيق ""للجمال ثمن"" يكشف الجانب المظلم لعمليات التجميل بالأردن.",https://www.youtube.com/watch?v=xjiONTKX738,1757,emotional,documentary,sadness,"['Jordan', 'Levant', 'MENA']",Arabic,More than 5 minutes,health
OYU2dxdYd04,فرصة ثانية لـ محمد عتّال| إصابتي دمرت حلمي في أن أصبح لاعب كرة قدم,https://www.youtube.com/watch?v=OYU2dxdYd04,2564,inspirational,interview,hope,"['UAE', 'Gulf', 'MENA']",Arabic,More than 5 minutes,society
zsWMjtDK2Vk,الزوج الإماراتي.. Cool,https://www.youtube.com/watch?v=zsWMjtDK2Vk,234,emotional,interview,other,"['UAE', 'Gulf', 'MENA']",Arabic,2 to 5 minutes,society
IPBnBsjN7iU,هل ساعدت منى قطان زوجها؟.. من هو العقل المدبر وراء علامة Elamins للأزياء؟,https://www.youtube.com/watch?v=IPBnBsjN7iU,431,factual,interview,none,['Other'],Mixed,More than 5 minutes,culture
O3H-4aYXh5k,الشهرة القاتلة.. الاكتئاب يغزو نجوم هوليوود المضحكين ويدفعهم للانتحار والإدمان!,https://www.youtube.com/watch?v=O3H-4aYXh5k,755,emotional,storytelling,sadness,['Global'],Mixed,More than 5 minutes,entertainment
l5SPUvwqlAM,أسرار أقوى دولة في العالم.. من يحكم أميركا وكيف؟,https://www.youtube.com/watch?v=l5SPUvwqlAM,863,factual,interview,none,['Global'],English,More than 5 minutes,politics
RNV9Bjcy1Kw,"رهف صوالحة: ""لم أندم على قراراتي الجريئة""",https://www.youtube.com/watch?v=RNV9Bjcy1Kw,275,emotional,interview,sadness,"['Jordan', 'Levant', 'MENA']",Arabic,2 to 5 minutes,society
uh5eV0POw4A,الحلقة كاملة.. إلى من سيذهب نفوذ نجمة البوب TAYLOR SWIFT في الانتخابات الأميركية؟,https://www.youtube.com/watch?v=uh5eV0POw4A,701,factual,storytelling,other,['Global'],Mixed,More than 5 minutes,entertainment
L6UMRQ_8LCU,السوشال ميديا.. تقرر رئيس أميركا المقبل؟,https://www.youtube.com/watch?v=L6UMRQ_8LCU,830,factual,interview,none,['Global'],English,More than 5 minutes,politics
cTYG5iEhiAY,"سفار | أغرب وجبة بالعالم.. ""أعمدة الطين"" الطعام المفضل للنساء الحوامل في تنزانيا!",https://www.youtube.com/watch?v=cTYG5iEhiAY,637,factual,documentary,none,['Other'],Arabic,More than 5 minutes,society
f8OnqPYpzBE,الظلم يبكي باسل الزارو,https://www.youtube.com/watch?v=f8OnqPYpzBE,194,emotional,interview,hope,['Other'],Arabic,2 to 5 minutes,society
W0fB2sAZ08I,انتخابات أميركا.. حظوظ النساء,https://www.youtube.com/watch?v=W0fB2sAZ08I,850,factual,interview,none,['Global'],English,More than 5 minutes,politics
Hj3oU1_X398,الحلقة كاملة.. فيلم يوثق حياة Britney Spears وتفاصيل الموسم الثاني من Squid game,https://www.youtube.com/watch?v=Hj3oU1_X398,732,emotional,casual report,other,['Global'],Mixed,More than 5 minutes,entertainment
K0Yxygvasbs,الحلقة كاملة.. انتخابات أميركا واقتصادها.. من المسيطر؟,https://www.youtube.com/watch?v=K0Yxygvasbs,581,factual,interview,none,['Global'],English,More than 5 minutes,economy
dGhlh5mgmUk,الحلقة كاملة.. موسم جديد من Bridgerton ... مصمم أزياء يعرض بدلات الجسم المستخدمة بأشهر الأفلام,https://www.youtube.com/watch?v=dGhlh5mgmUk,818,factual,interview,none,['Global'],Mixed,More than 5 minutes,entertainment
